candidate,protocol,phase,scene_token,sample_token,timestamp,batch_index,decoder_layer,query_index,query_source,action,previous_action,gap_age,base_positive_evidence,lost_strength,restoration_budget,actual_bonus,motion_gate,source_gate,reliability_gate,previous_source_vector,current_source_vector,previous_center,current_center,current_center_global,velocity_extrapolated_center,predicted_class,predicted_score,write_mask,memory_write,memory_slot,future_1_exists,future_3_exists,future_5_exists,gt_matched,gt_token,gt_class,class_correct,center_distance,velocity_error,tp,fp,first_correct_recovery_frame,false_recovery_duration,memory_pollution_duration,b0_already_matched_gt,improved_gt_match_vs_b0
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,753,propagated,defer,defer,1.0,0.3289138972759247,0.0,0.0,0.0,0.9893819093704224,0.0,0.754801869392395,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999734163284302, 7.775732228765264e-05, 0.0]","[-32.4794921875, -48.074951171875, -4.18267822265625]","[-31.804555892944336, -48.35363006591797, -4.2060394287109375]","[626.05517578125, 1670.9951171875, 0.8676110506057739]","[-32.4794921875, -48.074951171875, -4.18267822265625]",pedestrian,0.08882606029510498,False,True,125,False,False,False,False,,,False,22.606385854359715,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,769,propagated,keep,recover,1.0,0.47571316361427307,0.9273233413696289,0.038057051599025726,0.0,0.9912025928497314,2.7964244509348646e-05,0.6734443306922913,"[0.02162541076540947, 0.0, 0.3686997890472412, 0.0, 0.6096748113632202, 0.0]","[0.0, 0.0, 0.0, 0.9999756813049316, 3.2694402761990204e-05, 0.0]","[-18.08465576171875, -26.366912841796875, -2.5248031616210938]","[-17.502666473388672, -26.67456817626953, -2.6167283058166504]","[633.5875244140625, 1646.08935546875, 1.0011202096939087]","[-18.08465576171875, -26.366912841796875, -2.5248031616210938]",pedestrian,0.11955898255109787,True,True,85,False,False,False,False,,,False,2.145339593556357,,False,True,,5,5,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,780,propagated,keep,recover,1.0,0.3551958203315735,0.36919403076171875,0.02841566503047943,0.0,0.9770292043685913,0.00020848558051511645,0.6860455274581909,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9999438524246216, 0.00020847388077527285, 0.0]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]","[-14.95621109008789, -21.855361938476562, -2.280200958251953]","[635.6665649414062, 1641.0396728515625, 1.020782709121704]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]",pedestrian,0.10375380516052246,True,True,105,False,False,False,False,,,False,2.9936083265691322,,False,True,,5,5,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,793,propagated,keep,recover,1.0,0.5489917993545532,0.7778482437133789,0.04391934350132942,0.0,0.9803204536437988,0.00022832756803836673,0.678406834602356,"[0.0, 0.0, 0.15095186233520508, 0.0, 0.8490481376647949, 0.0]","[0.0, 0.0, 0.0, 0.9999592304229736, 0.00023189863713923842, 0.0]","[-20.38836669921875, -28.280242919921875, -2.7093467712402344]","[-19.686017990112305, -28.98333168029785, -2.787844657897949]","[633.2081298828125, 1649.2489013671875, 0.9920631647109985]","[-20.38836669921875, -28.280242919921875, -2.7093467712402344]",pedestrian,0.10531780868768692,True,True,100,False,False,False,False,,,False,4.804352636220617,,False,True,,4,4,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,819,propagated,defer,defer,1.0,0.41558220982551575,0.0,0.0,0.0,0.9737456440925598,0.0,0.7547460198402405,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999525547027588, 2.052002746662258e-35, 0.0]","[-9.8804931640625, -45.540679931640625, -3.591329574584961]","[-8.847858428955078, -46.243125915527344, -3.300858974456787]","[613.00830078125, 1651.974609375, 1.4004942178726196]","[-9.954071998596191, -46.094207763671875, -3.591329574584961]",pedestrian,0.12972122430801392,False,True,75,False,False,False,False,,,False,2.201443134825381,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,848,propagated,keep,recover,1.0,0.4912019371986389,0.6324801445007324,0.03929615393280983,0.0,0.9701224565505981,0.00023911237076390535,0.673323929309845,"[0.0, 0.0, 0.003476035315543413, 0.0, 0.996523916721344, 0.0]","[0.0, 0.0, 0.0, 0.9999570846557617, 0.0002391035814071074, 0.0]","[-19.94085693359375, -27.259552001953125, -2.6177825927734375]","[-18.74658203125, -27.548131942749023, -2.7019011974334717]","[633.7107543945312, 1647.606689453125, 0.9817436933517456]","[-19.94085693359375, -27.259552001953125, -2.6177825927734375]",pedestrian,0.09472967684268951,True,True,112,False,False,False,False,,,False,3.4445528171137325,,False,True,,5,5,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,852,propagated,keep,recover,1.0,0.4438747763633728,0.6793460845947266,0.03550998121500015,0.0,0.9756314754486084,3.0184348815964768e-06,0.7146987318992615,"[0.0, 0.0, 0.16803978383541107, 0.0, 0.8319602012634277, 0.0]","[0.0, 0.0, 0.0, 0.9999802112579346, 3.0793287351116305e-06, 0.0]","[-19.42803955078125, -29.4344482421875, -2.708852767944336]","[-18.329002380371094, -29.276660919189453, -2.736009359359741]","[632.1161499023438, 1648.3917236328125, 1.046981692314148]","[-19.42803955078125, -29.4344482421875, -2.708852767944336]",pedestrian,0.07480888068675995,True,True,193,False,False,False,False,,,False,3.8081524884405913,,False,True,,4,4,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,855,propagated,keep,recover,1.0,0.44962969422340393,0.6947793960571289,0.03597037494182587,0.0,0.9800726771354675,1.1158546840306371e-05,0.7089340686798096,"[0.0, 0.0, 0.1706826537847519, 0.0, 0.8293173313140869, 0.0]","[0.0, 0.0, 0.0, 0.9999786615371704, 1.1392180567781907e-05, 0.0]","[-19.7484130859375, -29.05120849609375, -2.684326171875]","[-18.773468017578125, -29.276166915893555, -2.7571537494659424]","[632.4003295898438, 1648.733642578125, 1.0305705070495605]","[-19.7484130859375, -29.05120849609375, -2.684326171875]",pedestrian,0.0774056687951088,True,True,175,False,False,False,False,,,False,4.163656976155736,,False,True,,4,4,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,890,propagated,keep,recover,1.0,0.49415889382362366,0.6374764442443848,0.03953270986676216,0.0,0.9599435329437256,0.0007219919352792203,0.6916877627372742,"[0.0, 0.0, 3.4270948390258127e-07, 0.0, 0.9999996423721313, 0.0]","[0.0, 0.0, 0.0, 0.9999362230300903, 0.0007219460676424205, 0.0]","[-21.92474365234375, -29.559173583984375, -2.7761707305908203]","[-20.495725631713867, -29.55375862121582, -2.819962978363037]","[633.287841796875, 1650.236572265625, 1.002838134765625]","[-21.92474365234375, -29.559173583984375, -2.7761707305908203]",pedestrian,0.07091739773750305,True,True,210,False,False,False,False,,,False,5.784602439222537,,False,True,,4,4,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,892,propagated,keep,recover,1.0,0.39357230067253113,0.5133457183837891,0.03148578479886055,0.0,0.9864222407341003,1.9009410152648343e-06,0.6803586483001709,"[0.0, 0.0, 0.03890733793377876, 0.0, 0.9610927104949951, 0.0]","[0.0, 0.0, 0.0, 0.9999805688858032, 1.9024612356588477e-06, 0.0]","[-16.10150146484375, -24.071533203125, -2.2962398529052734]","[-15.352943420410156, -24.61188316345215, -2.351902723312378]","[633.803466796875, 1643.1085205078125, 1.1188358068466187]","[-16.16623306274414, -24.474031448364258, -2.2962398529052734]",pedestrian,0.04891287162899971,True,False,-1,False,False,False,False,,,False,2.2847766055493235,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,898,propagated,defer,defer,1.0,0.3851655423641205,0.0,0.0,0.0,0.9688519239425659,0.0,0.6921401619911194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.999980092048645, 1.6859406315461456e-08, 0.0]","[-19.68182373046875, -32.2396240234375, -2.986356735229492]","[-18.466697692871094, -32.56098175048828, -2.9376635551452637]","[629.6771850585938, 1650.6048583984375, 1.0442415475845337]","[-19.68182373046875, -32.2396240234375, -2.986356735229492]",pedestrian,0.041386786848306656,False,False,-1,False,False,False,False,,,False,6.47485739373004,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,899,propagated,defer,defer,1.0,0.24111421406269073,0.0,0.0,0.0,0.9319183826446533,0.0,0.7195789813995361,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999332427978516, 0.00237745582126081, 0.0]","[-36.12847900390625, -53.06610107421875, -4.379732131958008]","[-35.931068420410156, -51.1989631652832, -4.361684799194336]","[626.5091552734375, 1675.989013671875, 0.9268437623977661]","[-36.12847900390625, -53.06610107421875, -4.379732131958008]",pedestrian,0.031115276739001274,False,False,-1,False,False,False,False,,,False,27.33653201752191,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,1538984239.948316,53,5,733,propagated,defer,defer,4.0,0.36111047863960266,0.0,0.0,0.0,0.9885348677635193,0.0,0.6701985597610474,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999974966049194, 0.0, 0.0]","[4.25927734375, -42.25390625, -4.113719940185547]","[5.000835418701172, -42.093910217285156, -4.14628791809082]","[732.9566650390625, 1815.0250244140625, 0.37184321880340576]","[4.259276390075684, -42.25390625, -4.113719940185547]",car,0.002242696238681674,False,False,-1,False,False,False,False,,,False,7.290971762910628,,False,True,,0,0,False,False
b0,camera_crash_10,recovery_1_5,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,1538984239.948316,53,5,859,propagated,defer,defer,4.0,0.34027040004730225,0.0,0.0,0.0,0.9893749356269836,0.0,0.6702804565429688,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999973773956299, 0.0, 0.0]","[3.45050048828125, -41.66925048828125, -4.0281829833984375]","[3.640827178955078, -40.96365737915039, -4.031033039093018]","[732.8394165039062, 1813.2576904296875, 0.4284297227859497]","[3.4504995346069336, -41.66925048828125, -4.0281829833984375]",bicycle,0.0019981013610959053,False,False,-1,False,False,False,False,,,False,6.7288350803716375,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,670,propagated,defer,defer,2.0,0.5520949959754944,0.0,0.0,0.0,0.9701281189918518,0.0,0.7532312273979187,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999501705169678, 4.76250360741299e-31, 0.0]","[-11.61163330078125, -45.040802001953125, -3.3781604766845703]","[-10.442527770996094, -45.58943176269531, -3.1959609985351562]","[614.5350341796875, 1652.77685546875, 1.4829195737838745]","[-11.660135269165039, -45.56511688232422, -3.3781604766845703]",pedestrian,0.29615309834480286,False,True,15,False,False,False,False,,,False,2.439290264146698,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,685,propagated,defer,defer,2.0,0.43860846757888794,0.0,0.0,0.0,0.9718937873840332,0.0,0.7396298050880432,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999094009399414, 0.0, 1.7192152661143438e-31]","[5.9246826171875, -39.582122802734375, -2.377216339111328]","[6.740245819091797, -40.68365478515625, -2.4640281200408936]","[607.322998046875, 1636.4130859375, 1.7365096807479858]","[5.9312357902526855, -39.8099250793457, -2.377216339111328]",pedestrian,0.19301737844944,False,True,34,False,False,False,False,,,False,2.028350440948374,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,709,propagated,defer,defer,5.0,0.5550536513328552,0.0,0.0,0.0,0.9743124842643738,0.0,0.744199275970459,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999347925186157, 0.0, 2.171428625130944e-22]","[9.70770263671875, -40.9630126953125, -2.8641433715820312]","[10.846141815185547, -41.01525115966797, -2.8153209686279297]","[604.4254760742188, 1633.488037109375, 1.3621312379837036]","[9.707701683044434, -40.9630126953125, -2.8641433715820312]",traffic_cone,0.16676877439022064,False,True,53,False,False,False,False,,,False,3.454204594457012,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,720,propagated,defer,defer,1.0,0.3519538640975952,0.0,0.0,0.0,0.9533571004867554,0.0,0.7678280472755432,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999783039093018, 1.3123267750270173e-10, 0.0]","[-13.0294189453125, -21.51800537109375, -2.0904674530029297]","[-11.899974822998047, -22.572629928588867, -2.0702874660491943]","[633.16748046875, 1639.140869140625, 1.2408652305603027]","[-13.029419898986816, -21.51800537109375, -2.0904674530029297]",pedestrian,0.11520058661699295,False,True,85,False,False,False,False,,,False,2.096908243478554,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,743,propagated,keep,recover,1.0,0.3640654981136322,0.37230873107910156,0.029125239700078964,0.0,0.9745264053344727,0.0001669404882704839,0.694543719291687,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9999488592147827, 0.00016693194629624486, 0.0]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]","[-14.863044738769531, -21.81760597229004, -2.2681896686553955]","[635.6363525390625, 1640.943359375, 1.0295159816741943]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]",pedestrian,0.10983776301145554,True,True,94,False,False,False,False,,,False,3.074174110939733,,False,True,,5,5,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,762,propagated,keep,recover,1.0,0.4570327699184418,0.925236701965332,0.03656262159347534,0.0,0.9915858507156372,2.9349645046750084e-05,0.6747554540634155,"[0.02167416550219059, 0.0, 0.36915111541748047, 0.0, 0.6091747879981995, 0.0]","[0.0, 0.0, 0.0, 0.9999750852584839, 3.433301390032284e-05, 0.0]","[-18.08477783203125, -26.36767578125, -2.5121326446533203]","[-17.515193939208984, -26.666526794433594, -2.605679750442505]","[633.6021728515625, 1646.0933837890625, 1.0117988586425781]","[-18.08477783203125, -26.36767578125, -2.5121326446533203]",pedestrian,0.11158111691474915,True,True,92,False,False,False,False,,,False,2.158615730620928,,False,True,,5,5,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,767,propagated,keep,recover,1.0,0.5532970428466797,0.7829809188842773,0.04426376149058342,0.0,0.9843040108680725,0.00032280737650580704,0.6834456324577332,"[0.0, 0.0, 0.14973339438438416, 0.0, 0.8502666354179382, 0.0]","[0.0, 0.0, 0.0, 0.999953031539917, 0.00032775921863503754, 0.0]","[-20.38836669921875, -28.280487060546875, -2.7054481506347656]","[-19.758947372436523, -28.90557098388672, -2.769688606262207]","[633.315185546875, 1649.25439453125, 1.0062943696975708]","[-20.38836669921875, -28.280487060546875, -2.7054481506347656]",pedestrian,0.10322865098714828,True,True,107,False,False,False,False,,,False,4.8363816232496655,,False,True,,4,4,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,779,propagated,defer,defer,1.0,0.44791465997695923,0.0,0.0,0.0,0.9759997725486755,0.0,0.757106602191925,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999493360519409, 2.8678503534587693e-35, 0.0]","[-9.88116455078125, -45.544281005859375, -3.5318756103515625]","[-8.900413513183594, -46.204505920410156, -3.23124361038208]","[613.0742797851562, 1651.987060546875, 1.4682210683822632]","[-9.953453063964844, -46.08052062988281, -3.5318756103515625]",pedestrian,0.15451547503471375,False,True,61,False,False,False,False,,,False,2.257235130959532,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,785,propagated,keep,recover,1.0,0.3774983286857605,1.0597858428955078,0.030199864879250526,0.0,0.9803094863891602,0.00018872757209464908,0.6839641332626343,"[0.13235601782798767, 0.0, 0.35511383414268494, 0.0, 0.5125302076339722, 0.0]","[0.0, 0.0, 0.0, 0.9999432563781738, 0.0002347040717722848, 0.0]","[-16.29351806640625, -22.277587890625, -2.2677078247070312]","[-15.299312591552734, -22.326017379760742, -2.327343463897705]","[635.5234375, 1641.60595703125, 1.0056158304214478]","[-16.29351806640625, -22.277587890625, -2.2677078247070312]",pedestrian,0.0941835269331932,True,True,123,False,False,False,False,,,False,2.839443001794602,,False,True,,5,5,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,809,propagated,keep,recover,1.0,0.3584691882133484,1.0184288024902344,0.02867753431200981,0.0,0.9826908707618713,0.0001752732932800427,0.6878241300582886,"[0.09328312426805496, 0.0, 0.35853490233421326, 0.0, 0.54818195104599, 0.0]","[0.0, 0.0, 0.0, 0.9999468326568604, 0.00021153500711079687, 0.0]","[-16.29345703125, -22.27728271484375, -2.272581100463867]","[-15.392074584960938, -22.511871337890625, -2.346825361251831]","[635.4395141601562, 1641.796875, 0.9983081817626953]","[-16.29345703125, -22.27728271484375, -2.272581100463867]",pedestrian,0.07958593964576721,True,True,168,False,False,False,False,,,False,2.846578271052473,,False,True,,5,5,False,False
