deduplicated_event_id,protocol,scene_token,sample_token,identity,query_source,timestamp,candidate_count,candidates,r2_a_zero,r2_b_zero,r2_a_50iter,r2_b_50iter
32,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[633.7325439453125, 1647.1920166015625, 0.9735033512115479]",base,1533151610.947,1,r2_a_zero,True,False,False,False
33,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[636.2639770507812, 1642.3033447265625, 0.9729907512664795]",propagated,1533151610.947,1,r2_a_zero,True,False,False,False
34,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[636.2780151367188, 1642.3150634765625, 0.9729151725769043]",propagated,1533151610.947,1,r2_a_50iter,False,False,True,False
35,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,0e9b314c6a1f41189116b67fb257d8ba,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
36,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,16a95164fcdd44e99cf99a93dd13b017,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
37,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,2f009793dd694578990c045dc8c77e31,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
38,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,4eb1a864acc24ef89aa487d5002cc071,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
39,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,7a0cca0f12d547518dd80d8df2c501bb,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
40,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,84b1b1dde33e44bea0d99dc3094fd49a,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
41,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,b73d145dba9145689b3ff2621c381fe4,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
42,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,bff8170575c24b5d8714061f5349892b,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
43,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,c97be344ac4143ffa69b0b5ed22f31c2,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
44,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,e833662c5eb64d2580f877fee97117c5,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
45,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,ebc5a02f9ea64bbd9f3ccc3b84563d35,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
46,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[607.518310546875, 1636.3602294921875, 1.6579536199569702]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
47,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[607.5614013671875, 1636.3302001953125, 1.6606682538986206]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
48,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[612.8433837890625, 1653.706787109375, 1.4363404512405396]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
49,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[613.00830078125, 1651.974609375, 1.4004942178726196]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
50,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[613.0341796875, 1651.9649658203125, 1.4018319845199585]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
51,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[614.6234130859375, 1652.802490234375, 1.440897822380066]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
52,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[614.6259765625, 1652.80322265625, 1.4406269788742065]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
53,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[619.942626953125, 1650.548095703125, 1.4976609945297241]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
54,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[626.05517578125, 1670.9951171875, 0.8676110506057739]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
55,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[626.5091552734375, 1675.989013671875, 0.9268437623977661]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
56,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[629.6771850585938, 1650.6048583984375, 1.0442415475845337]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
57,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[629.7225341796875, 1650.6318359375, 1.0396183729171753]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
58,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.1088256835938, 1648.3837890625, 1.0459704399108887]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
59,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.1161499023438, 1648.3917236328125, 1.046981692314148]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
60,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.3756713867188, 1648.706298828125, 1.0301107168197632]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
61,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[632.4003295898438, 1648.733642578125, 1.0305705070495605]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
62,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.1624145507812, 1639.1988525390625, 1.2287741899490356]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
63,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.1679077148438, 1639.1976318359375, 1.2290446758270264]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
64,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.1957397460938, 1649.233154296875, 0.9919627904891968]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
65,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.2081298828125, 1649.2489013671875, 0.9920631647109985]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
66,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.287841796875, 1650.236572265625, 1.002838134765625]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
67,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.2911376953125, 1650.2244873046875, 0.999970555305481]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
68,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.5875244140625, 1646.08935546875, 1.0011202096939087]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
69,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.5931396484375, 1646.095458984375, 1.000680923461914]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
70,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.6901245117188, 1643.1328125, 1.1269481182098389]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
71,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.7107543945312, 1647.606689453125, 0.9817436933517456]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
72,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.717041015625, 1647.632568359375, 0.9813128709793091]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
73,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[633.803466796875, 1643.1085205078125, 1.1188358068466187]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
74,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.664306640625, 1641.027587890625, 1.0212808847427368]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
75,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[635.6665649414062, 1641.0396728515625, 1.020782709121704]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
76,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"traffic_cone:[604.3899536132812, 1633.471435546875, 1.3197482824325562]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
77,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"traffic_cone:[604.4032592773438, 1633.46923828125, 1.318149209022522]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
78,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,081c19290123437ba6a3617344bbb55d,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
79,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,0af15fef1ea54711846a22c13ab87a73,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
80,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,0af15fef1ea54711846a22c13ab87a73,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
81,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,135bbe9c408f42dc8731b501122e9973,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
82,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,1bf77b2cec7b435593052cad0182316c,base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
83,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,1bf77b2cec7b435593052cad0182316c,propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
84,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,2b5c84ef9b6e417aabc0ee048e3c4ca0,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
85,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,2c9deea58db742879c21342d4685e0ce,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
86,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,492dd3a15f894562b56ba7a00b39e47b,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
87,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,4d6aa69d243546859c9cd3081c2ca101,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
88,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,78fc00fbc8fa4c8ba304d3165d719b92,base,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
89,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,82a62ee4c5bc4e44a889b406e868444d,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
90,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,dbed4cee903546d5b402f9ace1d3f399,propagated,1533151610.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
91,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[603.4990234375, 1633.90771484375, 1.53264582157135]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
92,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[603.5525512695312, 1633.9415283203125, 1.529781460762024]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
93,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[607.5421142578125, 1636.3739013671875, 1.6738044023513794]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
94,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[607.5577392578125, 1636.37451171875, 1.6721466779708862]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
95,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[612.4761352539062, 1653.0303955078125, 1.8442307710647583]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
96,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[612.4899291992188, 1653.0235595703125, 1.8438109159469604]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
97,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.0787353515625, 1652.8602294921875, 1.7445579767227173]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
98,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[613.08154296875, 1652.853515625, 1.7448023557662964]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
99,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[619.5242309570312, 1651.2103271484375, 1.5855447053909302]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
100,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[625.8076171875, 1617.56494140625, 1.0666379928588867]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
101,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[625.822021484375, 1617.5633544921875, 1.067789077758789]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
102,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[626.0021362304688, 1669.7603759765625, 0.8723119497299194]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
103,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[627.9688110351562, 1674.614990234375, 0.8875995874404907]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
104,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[629.6674194335938, 1649.2789306640625, 1.239965796470642]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
105,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[629.7403564453125, 1649.408935546875, 1.237148404121399]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
106,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[630.7672729492188, 1649.69677734375, 1.0715898275375366]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
107,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[630.926513671875, 1649.7225341796875, 1.0558363199234009]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
108,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.5039672851562, 1648.799072265625, 0.9071081876754761]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
109,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.5045776367188, 1648.7957763671875, 0.9097722768783569]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
